"V1","V2","V3"
-0.896579408394215,-0.175156393903022,-0.547364259536393
-3.24251169730856,-0.568146234945638,-0.924321137865367
-2.19624093062808,0.0913238095467686,-1.30841371644034
-1.44599354338981,1.88605759136977,-1.08206591303623
-1.56480378695742,-0.506522743168448,-0.655284986682213
-1.56654501142683,-2.57809517921057,-0.426771299571607
2.4001957639226,0.413975051268973,1.37233013685618
1.32841344466686,-1.09394008471657,0.0223610898390363
2.11061184152691,0.590023003698667,0.624629099149801
-0.547426124868503,0.769777635520386,0.124247451923256
-2.05872126097927,0.496820418692557,-0.695741686191272
1.05478738486889,0.223854841853041,1.61314882454229
3.17610107324844,-0.0911972007781561,2.211442499019
-0.894063149444996,0.000355144620945935,-0.513345335665828
-0.601870139057416,0.43503617957019,-0.328002699841898
0.323180253105613,1.71978814781683,-0.388068949078311
-0.779944904265446,-0.390174788319126,-0.473143246745702
-0.647179405766248,-2.02294682950804,-0.494490049173937
-0.541735784212023,1.90053348459223,-1.94598837610091
-0.147654819629465,-0.48352152307036,-0.381073238798169
-1.15219827433961,-0.950230933281309,-0.113685509168401
2.63018666204133,-0.186298214233665,0.810290512194152
1.54538597332861,0.789171729297743,1.13274614047602
0.968599777203024,0.913925544304174,0.989381368934845
2.74600606675563,-1.18441245701738,1.37718328096199
-0.436294607655518,0.117191664537946,-0.488605010930973
0.16218782549178,1.07883547374779,-0.162864471681181
3.72205661752209,0.414373358905213,1.92508246129353
3.44141150144891,-0.664973633542919,1.3705892328164
-0.284378262883274,-1.01000246935818,1.31117561719825
-1.53046867595146,-1.27945148749382,-0.186286154230078
3.49098181973711,1.4308937034327,1.08985155439568
-1.10099228985518,-2.12900466070122,0.0400785471685383
-1.84092826265595,-0.405344309759601,-1.0888585464694
-5.11601539239493,-0.12069825535415,-3.00711211700377
0.425020630377559,-0.858790539191567,0.0452767057646287
0.963556534081458,0.265486698990022,1.18963333778342
-0.788073042123859,0.109359634850082,-0.625392032003145
2.94977056406298,1.38222791339788,0.793844602663901
-3.56792440581547,-0.656970497735954,-0.735427023195923
-0.474473144570368,-0.125957598714518,0.26996601503843
1.33973488006156,-1.03826849984645,0.763747416749702
0.210058666574943,-0.321393366811769,0.0192100921645083
0.933617923919647,0.889370415570195,-0.225907761919433
0.69591605548172,0.342673676496923,1.52236241087231
-0.151731643400307,1.33763294933119,-0.518305438483954
-1.89798664432085,-0.325335311204486,-0.856430745435095
-2.72601497875801,0.575787944214645,-1.86600218129426
0.563372908117295,-0.46326982678552,0.245494921417052
1.01759542350811,1.45562702302557,-0.825121432679142
-1.06630418373515,1.09774277166958,-0.603989040203457
1.77828779482822,0.549106772410341,0.406122263758948
1.49638855163804,-2.19488709026212,0.938055594448019
1.87487867458885,1.97585202106917,0.182725102809734
-1.60778381001122,0.0452326018830716,-0.632367666655288
4.32597518635044,0.706851541708074,1.88704527080467
2.60989483685195,3.26129902595513,0.649551752674696
-1.28874419730928,0.529243174053587,0.69991150860205
-0.0702257504831026,-0.67568863648869,-0.31042472126314
-2.17486598609442,0.179949507906246,-0.307358229398443
0.698274880673858,-1.76380669622985,1.16934811280556
0.887212879031251,0.147096747545702,0.910505940693069
-2.11167569550272,0.530986636295061,-2.61662937078037
-4.25575445933536,-1.0708677859983,-1.61047148042407
2.96948677267892,-2.17116169493557,1.31939207327879
-1.70426971895234,-1.23503267408446,0.0792966816540648
-3.04476744253293,-2.48005529499424,-1.74818874425636
-0.704630138860301,0.916703136644529,-0.862182638411602
-2.35202347391019,0.557025299013906,-0.983790967264414
0.110925929050445,0.140037850716878,-0.504060535313384
0.53678335241161,0.425590707914254,0.232324246790311
